,0
408,0.052960752617996876
409,0.3285341881486111
410,0.13988052019790811
411,0.17145981271510158
412,0.37778457423623585
413,0.06805469511282648
414,0.024084235788235573
415,0.07246363898771062
416,0.11476934916982058
417,0.028946977510225142
418,0.09864048240416885
419,0.3111877331315898
420,0.045230045788101615
421,0.011120831498522313
422,0.019799200873080368
423,0.03300470553482912
424,0.2033111027124869
425,0.034613893599799196
426,0.16190811919701203
427,0.09777340644733318
428,0.058736236471634895
429,0.05904326588322583
430,0.04549818321823508
431,0.3917051211164753
432,0.024451843845414552
433,0.034245092007221006
434,0.07953844545098189
435,0.13267103192587798
436,0.04772470538920619
437,0.17902812219692812
438,0.038805981807581616
439,0.0727469481352792
440,0.057052634040085294
441,0.03993479102691403
442,0.13399147306406345
443,0.04087847565740107
